tree,pat_ms,FastTree_ms,fa_ms,cascade_ms,capillary_ms,pat_norm,FastTree_norm,fa_norm,cascade_norm,capillary_norm
"1,64_16384,32",0.3033280074596405,0.2396479994058609,1.554751992225647,0.40376000106334686,0.323592807483073,1.0000,1.2657,0.1951,0.7513,0.9374
"1,64_32768,32",0.5695520043373108,0.3831999897956848,3.255295991897583,0.6238720118999481,0.44168909134264506,1.0000,1.4863,0.1750,0.9129,1.2895
"1,64_65536,32",1.1105119585990906,0.5656319856643677,6.6580798625946045,1.1075199842453003,0.6869547509284973,1.0000,1.9633,0.1668,1.0027,1.6166
"1,64_131072,32",2.1867839097976685,1.0447999835014343,13.113248348236084,2.057808041572571,1.2305404097813137,1.0000,2.0930,0.1668,1.0627,1.7771
"1,64_16384,64",0.30665600299835205,0.25313600897789,1.5442879796028137,0.44990400969982147,0.32659857631520706,1.0000,1.2114,0.1986,0.6816,0.9389
"1,64_32768,64",0.5749279856681824,0.3484639972448349,3.342479944229126,0.675568014383316,0.4442213975170441,1.0000,1.6499,0.1720,0.8510,1.2942
"1,64_65536,64",1.1111679673194885,0.6362240016460419,6.764080047607422,1.094368040561676,0.6902040107009063,1.0000,1.7465,0.1643,1.0154,1.6099
"1,64_131072,64",2.18503999710083,1.027999997138977,13.1353759765625,2.0264320373535156,1.227922491040969,1.0000,2.1255,0.1663,1.0783,1.7795
"1,64_16384,128",0.3112480044364929,0.19857599586248398,1.5364320278167725,0.41310399770736694,0.35428646697415167,1.0000,1.5674,0.2026,0.7534,0.8785
"1,64_32768,128",0.5762560069561005,0.3850400000810623,3.4143359661102295,0.6553920209407806,0.4687191512872932,1.0000,1.4966,0.1688,0.8793,1.2294
"1,64_65536,128",1.114959955215454,0.5997599959373474,6.766864061355591,1.120303988456726,0.7067603212473234,1.0000,1.8590,0.1648,0.9952,1.5776
"1,64_131072,128",2.1540000438690186,1.0015199780464172,13.086671829223633,2.08188796043396,1.2365916419338565,1.0000,2.1507,0.1646,1.0346,1.7419
"1,128_16384,32",0.30745600163936615,0.35126399993896484,3.2381439208984375,0.4618400037288666,0.4151295786816396,1.0000,0.8753,0.0949,0.6657,0.7406
"1,128_32768,32",0.5794239938259125,0.5871680080890656,6.802608013153076,0.6741439998149872,0.5243139801264459,1.0000,0.9868,0.0852,0.8595,1.1051
"1,128_65536,32",1.096015989780426,0.9722559750080109,13.159823894500732,1.1504480242729187,0.7532278051955575,1.0000,1.1273,0.0833,0.9527,1.4551
"1,128_131072,32",2.1577600240707397,1.920143961906433,26.393744468688965,2.1174399852752686,1.2523179559671898,1.0000,1.1237,0.0818,1.0190,1.7230
"1,128_16384,64",0.3115199953317642,0.3742400109767914,3.1518720388412476,0.44622400403022766,0.42086598880998494,1.0000,0.8324,0.0988,0.6981,0.7402
"1,128_32768,64",0.5799999833106995,0.6224320232868195,6.741456031799316,0.6888159811496735,0.5304724130343536,1.0000,0.9318,0.0860,0.8420,1.0934
"1,128_65536,64",1.115007996559143,1.0162559747695923,13.183504104614258,1.1560959815979004,0.75975708852832,1.0000,1.0972,0.0846,0.9645,1.4676
"1,128_131072,64",2.156592011451721,1.9228639602661133,26.441887855529785,2.1145440340042114,1.2612203334744025,1.0000,1.1216,0.0816,1.0199,1.7099
"1,128_16384,128",0.31644798815250397,0.4174240082502365,3.4207680225372314,0.5167680084705353,0.48280354436084527,1.0000,0.7581,0.0925,0.6124,0.6554
"1,128_32768,128",0.5817279815673828,0.5931839942932129,6.76091194152832,0.7409600019454956,0.5934592422219594,1.0000,0.9807,0.0860,0.7851,0.9802
"1,128_65536,128",1.120959997177124,1.0649759769439697,13.216400146484375,1.2034720182418823,0.8229863780908074,1.0000,1.0526,0.0848,0.9314,1.3621
"1,128_131072,128",2.179935932159424,1.9343680143356323,26.275439262390137,2.137760043144226,1.3211435302814671,1.0000,1.1269,0.0830,1.0197,1.6500
